username,location,following,followers,totaltweets,tweetcreatedts,hashtags,query,text,retweet,party,targeted
JJeltix,Nederland,269,78,1350,2020-10-07 21:15:44,[],@groenlinks,Hoe kan het zo zijn dat we met 300 ziekenhuizen in Nederland de 1000 corona patiënten niet netjes kunnen verdelen. Als elk ziekenhuis 4 patiënten heeft dan wordt de reguliere zorg minimaal geraakt. Solidariteit binnen de zorg @cdavandaag @MarijnissenL @VVD @groenlinks,False,GL,False
kingarthur316,Amsterdam,237,106,748,2020-10-07 21:10:22,[],@groenlinks,"Bestaat @groenlinks alleen maar uit jonge (rand)stedelingen? Welnee. Mail van één van mijn favoriete Brabanders: oud-tuinder (en ZLTO-er) uit West-Brabant, die enorm begaan is met de wereld 💚 Stemt GL. En heeft hier gelijk m.b.t. ouderen, jongeren, vrouwen en de campagne 🙂 https://t.co/X24JJv77cA",True,GL,False
Cypress_NL,The Netherlands,117,272,8734,2020-10-07 21:08:22,[],@groenlinks,Boek. @DeGroenen @PartijvdDieren @VoltBelgium @groenlinks @vandeRegio @SPnl @DenkNL @D66Int @50pluspartij @VoltNederland @cdavandaag @PvdA. https://t.co/ME7OtfA5r6,False,GL,False
fransmaassen3,,2245,1175,19741,2020-10-07 21:07:04,[],@groenlinks,@NicovanGog @Johnasvlammeren @groenlinks @BasEickhout @StComiteSchone1 @GroenLinks020 @mvdoorninck Idd. Vandaar die nadruk op #festivals en fuiven over de rug van natuur en omwonenden. De groene idealen van @GroenLinks020 @DWARSAmsterdam zijn allang bij het grof vuil gezet. Brood en spelen om leden te lijmen in de plaats. Met een Donut als schaamlap / alibi. Wat nou 'DWARS?',True,GL,False
HenriHseubers,Noord Sleen,1561,315,19780,2020-10-07 21:05:32,[],@groenlinks,"En de hele linkse @groenlinks meute is muisstil en blijft gewoon zitten.En oh ja, corrupt genoemd worden, vinden we een belediging!https://t.co/ZT1N1PVni2",True,GL,False
teachinglots,"Port Melbourne, Melbourne",567,273,2199,2020-10-07 21:05:27,[],@groenlinks,"Klimaatactie! Het Europees Parlement wil de Europese Klimaatwet aanscherpen, zodat we in 2030 60% minder CO2 uitstoten. Dit is hard nodig om de nu al merkbare klimaatcrisis tegen te gaan.#groenegolfhttps://t.co/efx2e7tX8R",True,GL,False
LisanneHond,Nederland,843,1064,65325,2020-10-07 21:05:15,[],@groenlinks,"Oproep speciaal aan @groenlinks @PvdA en @sgpbsv ! Vandaag en morgen debatteren jullie in de tweede kamer over de ""Noodwet""! Jullie voornemens zijn om voor die wet te stemmen! Wij roepen jullie op TEGEN die wet te stemmen! Of, willen jullie van Nederland een dictatuur maken? https://t.co/ozNzLyj18L",True,GL,False
fransmaassen3,,2245,1175,19741,2020-10-07 21:05:05,[],@groenlinks,"@groenlinks @BasEickhout Superleuk, op papier! Ondertussen bouwen @groenlinks wethouders in heel Nederland houtige biomassa centrales. Die meer co2 uitstoten per kw/h, luchtkwaliteit verslechteren en de ecologie vernietigen. Maar he, ik wil je dag niet verpesten, dus ben ik blij voor je @StComiteSchone1",True,GL,False
SRdeOZ,Gonnersdorf,657,519,102117,2020-10-07 21:05:04,[],@groenlinks,De motie Wilders over met spoed zorgen voor meer zorgpersoneel is afgewezen dankzij @groenlinks Dus als u in maart 2021 gaat stemmen denkt u dan hieraan.,True,GL,False
fransmaassen3,,2245,1175,19741,2020-10-07 21:04:32,[],@groenlinks,@groenlinks @BasEickhout Tja dat worden wéér een hele hoop'vlieguren' voor de Groene Kmher.....want ja... lobbyen op kosten van de belastingbetaler doe je nou eenmaal niet op je bakfietsje....dream on! De EVIL TOWER OF'BABYLON'in BRUSSEL ligt binnenkort in puin!...... ONAFWENDBAAR!💥💥💥💥,True,GL,False
fransmaassen3,,2245,1175,19741,2020-10-07 21:04:07,[],@groenlinks,@Marcel73020493 @groenlinks @BasEickhout We laten het doorrekenen door die zalf met zijn Eredoctoraat 3 jarige open VMBO..,True,GL,False
fransmaassen3,,2245,1175,19741,2020-10-07 21:03:31,[],@groenlinks,@Marcel73020493 @groenlinks @BasEickhout Toch vreemd ze staan dik op verlies in peilingen  ........maar gedragen zich als overwinnaars.......... hoogmoed komt voor de val @groenlinks @jesseklaver .,True,GL,False
fransmaassen3,,2245,1175,19741,2020-10-07 21:03:06,[],@groenlinks,@groenlinks @BasEickhout Jullie doen aan zelfdecimering zie ik. Ga zo door👍,True,GL,False
Bloemenmeisje5,,1663,1336,19586,2020-10-07 21:00:36,[],@groenlinks,Kamerlid GroenLinks wist van wangedrag bij Oxfam Heel onthullend wat dit zegt over een politieke partij als @Groenlinks. https://t.co/xSo01vThkF,True,GL,False
Suhelus,,149,25,481,2020-10-07 21:00:17,[],@groenlinks,@coppus We weten al tijden dat @groenlinks meespeelt met het kabinet toch?,False,GL,False
Amazingcharry1,"Borgele, Deventer",213,159,69061,2020-10-07 20:59:56,[],@groenlinks,"NET BINNEN: Als het aan het Europees Parlement ligt, dan legt de Europese klimaatwet vast dat we 60% minder CO2 uitstoten in 2030.""Heel goed nieuws! Zo komen we in de richting van de ambitie die nodig is voor het Parijsakkoord"", reageert @BasEickhout.https://t.co/wc9H5pwrep",True,GL,False
w12move,,58,340,156789,2020-10-07 20:59:49,[],@groenlinks,"En de hele linkse @groenlinks meute is muisstil en blijft gewoon zitten.En oh ja, corrupt genoemd worden, vinden we een belediging!https://t.co/ZT1N1PVni2",True,GL,False
jochcristie,,118,61,4729,2020-10-07 20:59:07,[],@groenlinks,"@ChrisvandenBos @groenlinks Wilders heeft groot gelijk, Nederland is een corrupt Land!!",True,GL,False
Teunoever,,902,1144,37333,2020-10-07 20:54:49,[],@groenlinks,De motie Wilders over met spoed zorgen voor meer zorgpersoneel is afgewezen dankzij @groenlinks Dus als u in maart 2021 gaat stemmen denkt u dan hieraan.,True,GL,False
klaassenmarja,,1253,3809,66497,2020-10-07 20:50:27,[],@groenlinks,De motie Wilders over met spoed zorgen voor meer zorgpersoneel is afgewezen dankzij @groenlinks Dus als u in maart 2021 gaat stemmen denkt u dan hieraan.,True,GL,False
maryfloor,,4693,4121,411334,2020-10-07 20:50:00,[],@groenlinks,De motie Wilders over met spoed zorgen voor meer zorgpersoneel is afgewezen dankzij @groenlinks Dus als u in maart 2021 gaat stemmen denkt u dan hieraan.,True,GL,False
bolsterturf,,390,391,498,2020-10-07 20:48:31,[],@groenlinks,De motie Wilders over met spoed zorgen voor meer zorgpersoneel is afgewezen dankzij @groenlinks Dus als u in maart 2021 gaat stemmen denkt u dan hieraan.,True,GL,False
Kryon777,"Den Haag, Nederland",1812,945,59409,2020-10-07 20:46:35,[],@groenlinks,"En de hele linkse @groenlinks meute is muisstil en blijft gewoon zitten.En oh ja, corrupt genoemd worden, vinden we een belediging!https://t.co/ZT1N1PVni2",True,GL,False
peterjwever,"netherlands
",530,140,3244,2020-10-07 20:45:24,[],@groenlinks,Kamerlid GroenLinks wist van wangedrag bij Oxfam Heel onthullend wat dit zegt over een politieke partij als @Groenlinks. https://t.co/xSo01vThkF,True,GL,False
Madeleine1963,,465,424,15437,2020-10-07 20:45:14,[],@groenlinks,@groenlinks @BasEickhout Alleen als luchtvaartsector meedoet! Ik weiger te accepteren allerlei dure klimaatmaatregelen te moeten nemen terwijl het aantal vliegbewegingen boven mn huis en dus ook de overlast toeneemt!!,False,GL,False
dh_wil,Nederland,3044,2898,174392,2020-10-07 20:44:54,[],@groenlinks,"En de hele linkse @groenlinks meute is muisstil en blijft gewoon zitten.En oh ja, corrupt genoemd worden, vinden we een belediging!https://t.co/ZT1N1PVni2",True,GL,False
FJBMGess,"Zuid-Holland, Nederland",1561,1574,64307,2020-10-07 20:41:58,[],@groenlinks,De motie Wilders over met spoed zorgen voor meer zorgpersoneel is afgewezen dankzij @groenlinks Dus als u in maart 2021 gaat stemmen denkt u dan hieraan.,False,GL,False
p_aneia,oudenbosch,19,7,1030,2020-10-07 20:41:33,[],@groenlinks,"@NielsvdBerge @groenlinks Herinner mij de lezingen van Dr Boecoert in Antwerpen, die de jeugd de meest misselijkmakende beelden van verkeerslachtoffers liet zien. Dat sloeg in. Ik denk dat deze afschuwelijke beelden een betere les waren dan het verbieden van opname te maken. Ga eens praten met die man.",False,GL,False
cyclingfan59,The Netherlands,1219,1252,36471,2020-10-07 20:41:25,[],@groenlinks,@alindak36 @groenlinks @jesseklaver @hugodejonge @MinPres Jesse wil minister worden van Economische Zaken en Klimaat worden in Rutte-IV.,False,GL,False
hansnl43,"Leiden, Holland",1912,876,40703,2020-10-07 20:40:18,[],@groenlinks,Kamerlid GroenLinks wist van wangedrag bij Oxfam Heel onthullend wat dit zegt over een politieke partij als @Groenlinks. https://t.co/xSo01vThkF,True,GL,False
Sylvia1963,,387,349,18517,2020-10-07 20:38:29,[],@groenlinks,"En de hele linkse @groenlinks meute is muisstil en blijft gewoon zitten.En oh ja, corrupt genoemd worden, vinden we een belediging!https://t.co/ZT1N1PVni2",True,GL,False
