username,location,following,followers,totaltweets,tweetcreatedts,hashtags,query,text,retweet,party,targeted
marizsmn,InACastleDarkOrAFortressStrong,1127,1792,475834,2020-10-02 08:48:11,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",True,DENK,True
Gajegeenzakaan,Geheim van de Smit,9,5,85,2020-10-02 07:41:49,[],@F_azarkan,"@Oylesine_Biri77 @BartBlaauw @IcarNur @F_azarkan Een veldmuis gelooft tenminste in zichzelf, dat betekent dat een veldmuis een hoger IQ heeft dan een religieuze.",False,DENK,True
Grimm46311149,,54,51,1362,2020-10-02 06:36:59,[],@F_azarkan,@moeva18 @F_azarkan @DenkNL Een salaris van rond de 130.000..gek he dat hij dat wel wil.,False,DENK,True
LoneWolvesPack,"Ministry of Truth,  84 Avenue Goebbels,  Brussels",531,211,1701,2020-10-02 06:34:30,[],@F_azarkan,@Oylesine_Biri77 @KVerlouw @BartBlaauw @IcarNur @F_azarkan Als je niet verder komt dan kommaneuken en beledigen(moet hier nou een komma?) ben je af. Mijn punt is weer bewezen...,False,DENK,True
Dennisvanhemert,Hoofddorp. Nederland,688,400,11032,2020-10-02 06:31:16,"[{'text': 'discriminatie', 'indices': [136, 150]}, {'text': 'Nederland', 'indices': [164, 174]}, {'text': 'islam', 'indices': [190, 196]}]",@F_azarkan,Dankzij @Antonkarel @DenkNL @F_azarkan @TheRebelThePoet @SylvanaBIJ1 @jesseklaver kunnen zulke organisaties bestaan !!! Hoe is dit geen #discriminatie dan?? Kom op #Nederland! Walgelijk dit #islam is levensgevaarlijk https://t.co/4BAftsLdWR,False,DENK,True
kostver,"Amstelveen, Nederland",412,153,1169,2020-10-01 21:51:04,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",True,DENK,True
preyetsnie,"Culemborg, Nederland",52,121,11503,2020-10-01 21:24:46,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",True,DENK,True
AishaKafir,,237,157,5655,2020-10-01 20:57:32,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",True,DENK,True
shut_tfup_donny,,288,155,6596,2020-10-01 20:56:30,[],@F_azarkan,"@cuyahoga_ @gertjansegers @MarijnissenL @jesseklaver @F_azarkan In welke dimensie zijn we nu beland? De Jonge met Ali B. Baudet met Insayno, Engel en Jensen. Kaag met nikkytutorials. Famke Louise. Rutte met Gordon en tenslotte Gert Jan Segers zonder principes",False,DENK,True
MartenM81,,39,4,160,2020-10-01 20:51:50,[],@F_azarkan,"@Oylesine_Biri77 @Gajegeenzakaan @BartBlaauw @IcarNur @F_azarkan Wat stom ben je dat je denkt dat veldmuizen met jou in gesprek kunnen. Bijna net zon goede metaforen als in die fabeltjeskrant van je. Er is geen hemel, er is geen hel. Jouw levensdoel bestaat niet. Is ook moeilijk te accepteten. Vooral als je voor alles te trots bent.",False,DENK,True
