username,location,following,followers,totaltweets,tweetcreatedts,hashtags,query,text,retweet,party,targeted
myriam_der,Windroos,499,535,23570,2020-10-07 07:27:39,[],@PvdA,@hugodejonge Stemmen vóór de SPOEDWET is een stem TÉGEN het volk. Bedenk dat het vóór stemmen u straks een plaats in een penetiaire inrichting opleverd. Trials are coming worldwide:https://t.co/Krrl2axEeo@vvd @groenlinks @PvdA @cdavandaag @D66 @DenkNL@jesseklaver @RobJetten,False,PVDA,False
NederlandFirst,,118,117,18063,2020-10-07 07:26:19,[],@PvdA,"Oproep speciaal aan @groenlinks @PvdA en @sgpbsv ! Vandaag en morgen debatteren jullie in de tweede kamer over de ""Noodwet""! Jullie voornemens zijn om voor die wet te stemmen! Wij roepen jullie op TEGEN die wet te stemmen! Of, willen jullie van Nederland een dictatuur maken? https://t.co/ozNzLyj18L",True,PVDA,False
JMKallenbach,≧◠‿◠≦✌ niet links niet rechts,1141,1074,51083,2020-10-07 07:24:21,[],@PvdA,"@liefsvanmirthe @PvdA Gratis opvang vanaf ja .. maar dan graag ""vrijwillig"" en niet om (alleenstaande) ouders 5 dagen per week aan het werk te zetten! Noch om carrière tijgers hun vrucht te laten droppen. Max aantal dagen dus!",False,PVDA,False
BettyV66184629,,153,265,17067,2020-10-07 07:23:29,[],@PvdA,"@PvdA gestoorden!!! Vanaf 0 jaar? Zit er iets los bij jullie?Dus de vrouwenemancipatie heeft geleid tot  nu fokmachientjes?Kind baren, snel naar de creche brengen en weer verder werken... 🤮🤮🤮",True,PVDA,False
YBreevaart67_63,The Netherlands,133,1994,461782,2020-10-07 07:21:44,[],@PvdA,"Mede als docent heb ik gezien hoe zwaar het leenstelsel drukt op studenten. Als iets niet werkt, dan moet het zsm gecorrigeerd worden. Dit lijkt me de enige juiste weg. Zekerheid voorop @PvdA https://t.co/Jh0UszeKhw",True,PVDA,False
Charlotte9999,Deventer,1163,1048,73084,2020-10-07 07:21:24,[],@PvdA,"gisteren hebben jullie (@pvda) een paar tweets eruit gedaan met een paar onderwijsstandpunten. Ik was benieuwd waar ik meer kon lezen over de invulling van ""gratis onderwijs tot 18 in het mbo"". Gisteren kreeg ik geen reactie.",True,PVDA,False
SchipholWatch,Amstelveen,984,2035,149298,2020-10-07 07:19:00,[],@PvdA,@WinnifreddeWit @SchipholWatch @D66 @PvdA @JobCohen_PvdA Partij van de arbeid en populair in Amsterdam. Dus mogelijk dat zij die onzin van 'mainport' en '300.000 banen' geloven en dus geen standpunt durven nemen. Alles voor de votes,True,PVDA,False
kommacoaching,Amsterdam Area,2722,2494,29032,2020-10-07 07:18:29,"[{'text': 'democratie', 'indices': [226, 237]}, {'text': 'onderbouwdbeleid', 'indices': [238, 255]}, {'text': 'proportionaliteit', 'indices': [256, 274]}]",@PvdA,@2eKamertweets @2Kamerleden @VVD @CDAvandaag @SPnl @groenlinks @D66 @PvdA @PvdD @50pluspartij @CU_SGP @WybrenvanHaga @PVV @FvDhttps://t.co/5n2sqxd7hChttps://t.co/xy7Vd8jxD7Graag een alternatief bij de komende verkiezingen.#democratie #onderbouwdbeleid #proportionaliteit,False,PVDA,False
ZEPHYR60485720,,166,250,7705,2020-10-07 07:18:21,[],@PvdA,"Oproep speciaal aan @groenlinks @PvdA en @sgpbsv ! Vandaag en morgen debatteren jullie in de tweede kamer over de ""Noodwet""! Jullie voornemens zijn om voor die wet te stemmen! Wij roepen jullie op TEGEN die wet te stemmen! Of, willen jullie van Nederland een dictatuur maken? https://t.co/ozNzLyj18L",True,PVDA,False
Isabelle_Wisse,"Haarlem, Nederland",468,185,1220,2020-10-07 07:17:05,[],@PvdA,Krijgen we in Nederland ook een 'early voting'? @D66 en @PvdA willen dat minister Ollongren onderzoekt of in sommige gemeenten stembureaus volgend jaar al 2 weken voor de verkiezingen open kunnen. Om drukte te vermijden en om mensen veilig te laten stemmen tijdens de coronacrisis https://t.co/CxYbOOSScJ,True,PVDA,False
freddyrosink,Netherlands,2032,755,76342,2020-10-07 07:15:49,[],@PvdA,Linkse gekkies van @pvda @groenlinks @cdavandaag begrijpen niet hoe digitale wereld en recht werken! Je kunt de zaak NOOIT rond maken dat die bewuste persoon ZELF iets heeft geüpload! Filmpje of foto delen van ongeluk: 21.000 euro boete of de cel in’ https://t.co/UY17e30e7j,False,PVDA,False
NunoBlijboom,hij/hem,260,158,9726,2020-10-07 07:13:17,[],@PvdA,Verbijsterende reactie op motie @F_azarkan.Op Denk &amp; GroenLinks na bekent de 2e Kamer zich openlijk tot racisme.Dat terwijl winkels al meerdere moslima's met doodgewoon mondkapje &amp; hoofddoek weg stuurden.Zoveelste demasqué van @PvdA @PartijvdDieren &amp; @SPnl https://t.co/Bd1c3mAD2N,True,PVDA,False
Djindji75,,4888,2893,27424,2020-10-07 07:12:38,[],@PvdA,@PvdA Vanaf 0 jaar samen naar de voorschool..... hmm leuk met de WHO voorstellen om kinderen vanaf 4 jaar mastrubatie les te geven..... maar voor de rest kan er niets fout gaan hoor.....bah bah bah!,False,PVDA,False
0Roosje2,,138,190,8960,2020-10-07 07:09:18,"[{'text': 'TheTgirdWave', 'indices': [103, 116]}]",@PvdA,@ineke_at @PvdA PvdA wilt de opvoeding niet aan ouders maar aan slecht opgeleide leraressen overlaten.#TheTgirdWave?,False,PVDA,False
RADicaalanders,Een multiculturele samenleving,760,452,11365,2020-10-07 07:06:24,[],@PvdA,"@PvdA gestoorden!!! Vanaf 0 jaar? Zit er iets los bij jullie?Dus de vrouwenemancipatie heeft geleid tot  nu fokmachientjes?Kind baren, snel naar de creche brengen en weer verder werken... 🤮🤮🤮",True,PVDA,False
tommy_derksen,"Arnhem, Nederland",891,1676,22243,2020-10-07 07:04:41,[],@PvdA,"gisteren hebben jullie (@pvda) een paar tweets eruit gedaan met een paar onderwijsstandpunten. Ik was benieuwd waar ik meer kon lezen over de invulling van ""gratis onderwijs tot 18 in het mbo"". Gisteren kreeg ik geen reactie.",False,PVDA,False
PvdAFlevoland,,49,687,1486,2020-10-07 07:04:39,[],@PvdA,“Elk kind moet de kans krijgen om het beste uit het leven te halen. Ook als het een keer tegen zit.”Kamerlid @attjekuiken wil dat kinderen en hun ouders de hulp kunnen krijgen die ze nodig hebben👇 https://t.co/BoPgC4AKpN,True,PVDA,False
matroos_koos,,1031,1093,38308,2020-10-07 07:04:06,[],@PvdA,"Hier vallen vooral de linkse partijen als @SPnl @groenlinks en de @PvdA  op, die tegenstemmen.Zo zie je maar hoe oneerlijkheid wordt gestimuleerd door links. Vooraf de waarheid onder het tapijt vegen. https://t.co/zgYZAJGDhU",True,PVDA,False
vera_verstappen,,1254,388,3998,2020-10-07 07:04:01,"[{'text': 'Stembureaus', 'indices': [0, 12]}]",@PvdA,"#Stembureaus twee weken eerder open? Twee weken locaties huren, stembureaus bemensen, wettelijke termijn afgifte volmachten wijzigingen. ...Hoe denken @D66 en @PvdA dat gemeenten dat kunnen regelen en betalen? https://t.co/bNuPWVUHN3",False,PVDA,False
FJR06071460,,24,20,3487,2020-10-07 07:03:25,"[{'text': 'VVD', 'indices': [122, 126]}]",@PvdA,"En zo is het!Nederland weet uiteraard dat de landverraders van Dood66 aka D66 voor verkiezingen tot ALLES in staat zijn.#VVD, vergeet die landverraders en ga zo door!Ingehuurde figuranten als @MyrtheHilkens, laat maar lulluh.@PvdA door het midden! https://t.co/pmZgAdSDP2 https://t.co/FSb6Ps7NLh",False,PVDA,False
BBolderbast,,36,32,2360,2020-10-07 07:03:14,[],@PvdA,"Oproep speciaal aan @groenlinks @PvdA en @sgpbsv ! Vandaag en morgen debatteren jullie in de tweede kamer over de ""Noodwet""! Jullie voornemens zijn om voor die wet te stemmen! Wij roepen jullie op TEGEN die wet te stemmen! Of, willen jullie van Nederland een dictatuur maken? https://t.co/ozNzLyj18L",True,PVDA,False
Breakingnieuws1,,3825,3896,479478,2020-10-07 07:03:06,[],@PvdA,@cdavandaag @groenlinks @PvdA Willen STASI methode. Voorkomen dat hun burgermeesters en wethouders openbaar voor iedereen te zien zijn met overtredingen. @thierrybaudet @WybrenvanHaga @FleurAgemaPVV @OmroepON @dekoran1 https://t.co/PldnVuTQ9P,False,PVDA,False
LiveinEurope_HS,Amsterdam,587,216,3462,2020-10-07 07:00:51,[],@PvdA,@ytekedejong @GroenLinks020 @VVDAmsterdam @pvda_amsterdam @LodewijkA @D66 @PvdA Een ramp voor de stad,False,PVDA,False
marja37045256,,66,23,397,2020-10-07 06:59:13,[],@PvdA,"Oproep speciaal aan @groenlinks @PvdA en @sgpbsv ! Vandaag en morgen debatteren jullie in de tweede kamer over de ""Noodwet""! Jullie voornemens zijn om voor die wet te stemmen! Wij roepen jullie op TEGEN die wet te stemmen! Of, willen jullie van Nederland een dictatuur maken? https://t.co/ozNzLyj18L",True,PVDA,False
bellator_vetus,,2365,1271,18132,2020-10-07 06:58:21,[],@PvdA,@l_adriaans @groenlinks @PvdA @sgpbsv 💥STOP DE SPOEDWET💥👇👇👇          RT EN DELENhttps://t.co/6hC3CYxyEn,True,PVDA,False
rglavimans,"Rotterdam, Nederland",138,101,5364,2020-10-07 06:54:41,[],@PvdA,@l_adriaans @groenlinks @PvdA @sgpbsv De kartelpartijen hebben Nederland al een tijd terug opgegeven. Dit gebeurt stapje voor stapje met het ondertekenen van de VN-verdragen en de geld transfers naar Brussel...,False,PVDA,False
Haagland1,Voorburg,1366,1825,23963,2020-10-07 06:49:52,[],@PvdA,"Hier vallen vooral de linkse partijen als @SPnl @groenlinks en de @PvdA  op, die tegenstemmen.Zo zie je maar hoe oneerlijkheid wordt gestimuleerd door links. Vooraf de waarheid onder het tapijt vegen. https://t.co/zgYZAJGDhU",False,PVDA,False
RobertZieltjens,,269,411,84403,2020-10-07 06:44:00,[],@PvdA,"@WinnifreddeWit @SchipholWatch @D66 @PvdA @JobCohen_PvdA @DickBenschop is een @PVDA-er en als hij geen luchtvaartlobbyist is dan weet ik het niet meer ;) Als de PVDA Dick Benschop zou royeren en hun standpunten tov @Schiphol en @KLM zouden aanpassen, komen ze wellicht weer in de plus...",True,PVDA,False
liefsvanmirthe,"Leiden, Nederland",78,129,306,2020-10-07 06:42:43,[],@PvdA,"@aslo63 @PvdA Heeft u het programma gelezen? Het gaat om gratis kinderopvang voor iedereen namelijk. Ik schrok ook van de tweet, maar de echte inhoud is minder schokkend😅",False,PVDA,False
liefsvanmirthe,"Leiden, Nederland",78,129,306,2020-10-07 06:41:53,[],@PvdA,"@Kanteldenker @PvdA Hier zelfde verhaal. Gelukkig las ik dat “wij” die tussen de wal en het schip vallen, in dat geval met terugwerkende kracht worden gecompenseerd.",False,PVDA,False
BonteRaaf,,480,296,33519,2020-10-07 06:40:53,[],@PvdA,@pvda @groenlinks @SPnl @LodewijkA @jesseklaver @MarijnissenL De TK heeft het vandaag over de SPOEDwet. We zitten al een half jaar in de shit.Jullie zouden je moeten schamen!!!,False,PVDA,False
liefsvanmirthe,"Leiden, Nederland",78,129,306,2020-10-07 06:40:42,[],@PvdA,"@ineke_at @PvdA Heeft u het programma gelezen? Het gaat om gratis kinderopvang voor iedereen namelijk. Ik schrok ook van de tweet, maar de echte inhoud is minder schokkend😅",False,PVDA,False
DommelenMarijke,,290,228,32928,2020-10-07 06:40:34,[],@PvdA,@Louisschat @Rianne_030 @cz_nl @VGZ @ZilverenKruis @JobaCDA @MaartenHijink @CorinneEllemeet @MarijnissenL @PvdA En daarin staan we blijkbaar niet alleen https://t.co/T1dk1soGuN,True,PVDA,False
liefsvanmirthe,"Leiden, Nederland",78,129,306,2020-10-07 06:40:14,[],@PvdA,"@JMKallenbach @PvdA Heeft u het programma gelezen? Het gaat om gratis kinderopvang voor iedereen namelijk. Ik schrok ook van de tweet, maar de echte inhoud is minder schokkend😅",False,PVDA,False
DommelenMarijke,,290,228,32928,2020-10-07 06:40:08,[],@PvdA,@Rianne_030 @jeannemarian @cz_nl @VGZ @ZilverenKruis @JobaCDA @MaartenHijink @CorinneEllemeet @MarijnissenL @PvdA Jarenlang wanbeleid https://t.co/uiAAUA8ZGD,True,PVDA,False
liefsvanmirthe,"Leiden, Nederland",78,129,306,2020-10-07 06:37:37,[],@PvdA,@l_adriaans @groenlinks @PvdA @sgpbsv Heeft u de herziene noodwet gelezen vraag ik me af?,False,PVDA,False
NZ11576910,,89,23,722,2020-10-07 06:34:59,[],@PvdA,@l_adriaans @groenlinks @PvdA @sgpbsv 💥STOP DE SPOEDWET💥👇👇👇          RT EN DELENhttps://t.co/6hC3CYxyEn,True,PVDA,False
Dexter_nr,,136,14,1202,2020-10-07 06:32:57,[],@PvdA,@GrauweGrutjes @F_azarkan @PvdA @PartijvdDieren @SPnl Ware aard van @LodewijkA zieltjes winnen bij onder andere de tafel van Jinek.,False,PVDA,False
Dick27726564,,20,1,35,2020-10-07 06:31:51,[],@PvdA,59 bladzijden over het geconstateerde uit het @UWVnl gingen naar de Koning. Protocollair reageert dan het Kabinet vd Koning. @2eKamertweets @SPnl @cdavandaag @VVD @groenlinks @D66 @PvdA @christenunie @wkoolmees https://t.co/uPkf8zNGj5,False,PVDA,False
EdLandsmeer,Voornamelijk in Utrecht,663,398,19625,2020-10-07 06:31:34,[],@PvdA,"@irPaulusJansen @PvdA Ik word op mijn wenken bediend, commentaar in de @volkskrant (07-10-20) van @pieterklok, hier ging het om @PvdA! Economie en psychologie zijn geen goede combi, voor economie hadden we al een partij, jullie waren voor de werkenden.",False,PVDA,False
kwybes,,1851,2155,171293,2020-10-07 06:29:51,[],@PvdA,"Oproep speciaal aan @groenlinks @PvdA en @sgpbsv ! Vandaag en morgen debatteren jullie in de tweede kamer over de ""Noodwet""! Jullie voornemens zijn om voor die wet te stemmen! Wij roepen jullie op TEGEN die wet te stemmen! Of, willen jullie van Nederland een dictatuur maken? https://t.co/ozNzLyj18L",True,PVDA,False
